,name,price,product_url,image,FreeShip,Rating,Badge_Under_Price,Be_Paid_By_Installments,Free_Gifts
3225,Tã Dán Sơ Sinh Huggies NB40 (Dưới 5kg) - Gói 40 miếng - Bao bì mới,96.000 ₫,https://tiki.vn/ta-da-n-so-sinh-huggies-nb40-duoi-5kg-goi-40-mieng-bao-bi-moi-p105529243.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.105529243,https://salt.tikicdn.com/cache/200x200/ts/product/07/15/34/05277db379d3021f9e39cc250438da31.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,100%,,,
3226,Tã Quần Huggies Dry Gói Đại L48 (48 Miếng),195.000 ₫,https://tiki.vn/ta-quan-huggies-dry-goi-dai-l48-48-mieng-p89209764.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.89209764,https://salt.tikicdn.com/cache/200x200/ts/product/1d/5f/91/94000c9cb5706f7f0081fcad4a2586c1.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,
3227,Nước Giặt Ariel Cửa Trước Bung Tỏa Đam Mê 3.05Kg,154.000 ₫,https://tiki.vn/nuoc-giat-ariel-cua-truoc-bung-toa-dam-me-3-05kg-p89041483.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.89041483,https://salt.tikicdn.com/cache/200x200/ts/product/b1/e9/dd/032073c551e859958c68ae243ff90e17.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,True,,
3228,BỘ ĐỒ CHƠI RÚT GỖ 6 MÀU - 48 THANH ,115.000 ₫,https://tiki.vn/bo-do-choi-rut-go-48-thanh-6-mau-p72118959.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.72118959,https://salt.tikicdn.com/cache/200x200/ts/product/ee/e6/46/7f425630cbbcd58628bd733b25f998aa.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,100%,True,,
3229,Sữa Bầu Enfamama A+ (400g) - Hương Choco,225.000 ₫,https://tiki.vn/sua-bau-enfamama-a-400g-huong-choco-p413234.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.413234,https://salt.tikicdn.com/cache/200x200/ts/product/5b/b8/8f/56c4280ff9c3734d0425c61cabd64ca4.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,
3230,TẢ QUẦN CARYN L28 (28 MIẾNG) - TẶNG THÊM 4 MIẾNG,340.200 ₫,https://tiki.vn/ta-quan-caryn-l28-28-mieng-tang-them-4-mieng-p109856123.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.109856123,https://salt.tikicdn.com/cache/200x200/ts/product/cf/87/76/9f7343b7bcde3e5e8c19e39ab98edbe0.jpg.webp,https://salt.tikicdn.com/cache/200x200/ts/product/cf/87/76/9f7343b7bcde3e5e8c19e39ab98edbe0.jpg,96%,,,
3231,"Vi sinh thông cống, xử lý hầm cầu, bể phốt, tự hoại BIO - SEPTIC - Chai 350ml",84.900 ₫,https://tiki.vn/vi-sinh-thong-cong-xu-ly-ham-cau-be-phot-tu-hoai-bio-septic-chai-350ml-p10117533.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.10117533,https://salt.tikicdn.com/cache/200x200/ts/product/d8/ad/09/125a907cb0d356fb23c944384d3182d0.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,82%,True,,
3232,Sữa bột công thức Meiji Step Milk cho bé 1 đến 3 tuổi (800g) - Nhập khẩu Nhật,499.000 ₫,https://tiki.vn/sua-bot-cong-thuc-meiji-step-milk-cho-be-1-den-3-tuoi-800g-nhap-khau-nhat-p11386589.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.11386589,https://salt.tikicdn.com/cache/200x200/ts/product/7f/f7/07/754fd5c21a6ebcca6045e36d692deb77.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,100%,,,
3233,Cờ Vua Nam Châm - Cờ Vua Cao Cấp - Hàng chính hãng,177.000 ₫,https://tiki.vn/co-vua-midoctor-co-vua-cao-cap-hang-chinh-hang-p17888580.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.17888580,https://salt.tikicdn.com/cache/200x200/ts/product/2d/00/a2/5aa282616df142b33003e12eed43811f.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,
3234,Combo 3 Gói Tã Dán Huggies Dry Gói Cực Đại XL62 (62 Miếng) - Bao Bì Mới,769.000 ₫,https://tiki.vn/combo-3-goi-ta-dan-huggies-dry-goi-cuc-dai-xl62-62-mieng-bao-bi-moi-p849000.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.849000,https://salt.tikicdn.com/cache/200x200/ts/product/c9/4e/eb/76f668cde6352c1d875d2e524abacba2.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,True,,
3235,Sữa Bột Abbott Ensure Gold Lúa Mạch 850g,745.000 ₫,https://tiki.vn/sua-bot-abbott-ensure-gold-lua-mach-850g-p592193.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.592193,https://salt.tikicdn.com/cache/200x200/ts/product/8a/5d/88/775d379721b40a86df4d2543a65183d9.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,90%,,,
3236,"Bộ Đồ Chơi Xếp Hình Thông Minh Nam Châm, Thanh Bi Buckyball Chính Hãng",125.000 ₫,https://tiki.vn/bo-do-choi-xep-hinh-thong-minh-nam-cham-thanh-bi-buckyball-chinh-hang-p32001183.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.32001183,https://salt.tikicdn.com/cache/200x200/ts/product/0b/b7/43/08a8d594461888e41b9253cec1eb1c3e.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,86%,,,
3237,Nước Tẩy Trang Vitamin Và Hoa Hồng Sáng Da  Pond's Micellar Water,116.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMekboFQP-DlOkI3HVDQoNEWLaIjcOivd8ooxwUKpwDsjOmNdzIhqH1Po79NaXWQz5OWjYax1ykcy60t7BdDMYvVSoq5oUrwDlruQHTmv_zN2rtA729X504iULH9zlVSw0JZvIh0QTRGmZBuIEMFcuflCtWU3dCMjy-dUFrbQ4CHDF8Iek8wWrC4yeIz5LB8VAkX1a4luA504MNcHRheP_T9vevD1XHLs2SBPli9qD-Fr3gPJDk8j1r29PHNVe2vL6yEGM6Dwqxh2Xdl3BQUFqbDSkCErJf7pffJOudbtCE79NiflUIOGQzRZKfGTOuNYWSKjo_nLDt8iMjoTFZ5gsHzOeDn2x26zvijDA7RfJRzJBCZEZyOB9OrsW0LSBnCW9Th69rkZsuYE3rho1PhkT7-RMdOnimgLTx7gzwRZOQeJCHB-3fChHGm2RuDT37p83Yyk-vQdNfov-2XJLFHzwufjFDWbRxl2CpgqzwZst0dV20GG2fGH2NvW8rOhVqhi4bFvfOeo5EnsVtVhGONLramokHKc1h8-vKxfMrMJJr2UXHxUtj-8jO3axBchGHrq_LtQYu0RhwO82Fam_g5_DauVzVbdgPkc3q7Vu4Hae9lxPR1JvnqKHwMevVCsBRwcj3wakaVicbprmcn5YThCagZuWwfJU-SLW7uVkbF3WGDL7YHz0-zCBBM6vGq0e9coldM9hws3ZsVv0A1j_GflDQROhXNy9BjqsVoL7sD_Av0gPgAF9YjCi5PCQL8fkb2pp57G5S49rS-wNVVWZqHq9fJvKLhSHZEbc0h7R4sDgk5xpg1j-OytlwlnmH1-I_kKJhppaviJA_7GgDf_p1nulPSPqKGAMbVKX8CVsjLmbVSu6H5UFNJ6UrcP06QzEdMd9PparB-ko1_vDKk84ObJLRShNahs9cigJy7djk0wPBQ91tyTDaYsaassPHv_XidVURWA6xVfSS8RGlAJUQQBROWVC7QOV6XXsUjFf3F4UCkKHMe-wDKbAheFCduuQZVnbDa1h-0peeq9v0f0ptrYHsRLKW9YTHQGsY_tlakl5THxh4qBsgJL0WK7IwqBKxLFkSvijEhYIvlAK8uVMb4tVqTY4POZ4pkJ3swcsndfdKtYq-kbviMJutGpNFdeALyWjBx-FauA7N4b1bXvceSnd-5W09b-vxD5pokoX3YmC8ztmGvViyTqMw_tKT6JVJhl2NqTAMwRjQvuOpPXuLvnsNyAKBq3YdG6GXM2r7exjOxI1vNy-Flh9dEVX018xd12_xpXghNVkwaUPTjinPkWR08OGE6IbpFi--hlKLPHPVJV&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.63077_Y.554610_Z.1179259_CN.Skin_Ponds_Product&itm_medium=CPC&itm_source=tiki-ads&reqid=xkgXX03vOt&pos=1&redirect=https%3A%2F%2Ftiki.vn%2Fnuoc-tay-trang-vitamin-va-hoa-hong-sang-da-pond-s-micellar-water-p52217088.html%3Fspid%3D52217096,https://salt.tikicdn.com/cache/200x200/ts/product/e0/76/0f/707507bc5fab57dff72d39891489ba8d.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,92%,True,,True
3238,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB &amp; UVA (50ml),429.000 ₫,https://tiki.vn/kem-chong-nang-khong-mau-kiem-soat-dau-la-roche-posay-anthelios-xl-dry-touch-gel-cream-spf-50-uvb-uva-50ml-p70662253.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.70662253,https://salt.tikicdn.com/cache/200x200/ts/product/24/79/13/c51a55abfc57f1e0ea4afa06bd692540.png.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,True
3239," KHẨU TRANG Y TẾ WAKAMONO - COMBO 5 hộp - (4 Lớp, 50 cái)",215.000 ₫,https://tiki.vn/khau-trang-y-te-wakamono-combo-5-hop-4-lop-50-cai-p98633853.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.98633853,https://salt.tikicdn.com/cache/200x200/ts/product/14/6b/9f/445bbaa1fb6b4f44bb49505ec6ff9ff5.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,96%,True,,
3240,"Sữa Rửa Mặt Cetaphil Gentle Skin Cleaner (500ml) - 8394107341305,9318637069637",319.000 ₫,https://tiki.vn/sua-rua-mat-cetaphil-gentle-skin-cleaner-500ml-8394107341305-9318637069637-p1362447.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.1362447,https://salt.tikicdn.com/cache/200x200/ts/product/d2/71/cf/9f646c0adad3710077cf39df1b4dd40c.png.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,96%,,,
3241,Single Sữa Tắm dưỡng thể 900g Dove Dưỡng ẩm chuyên sâu Deeply Nourishing với 1/4 kem dưỡng da mặt,151.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMQbnbGBuI_tQzu4qXKFaG6o9kWFULTIuk_HC2ssGT3hqf4w7uF4loQbD8bkOB1CS7XXDMBY8VM2fWoECUntEYTfv_yAStFxe6d2y-7EnbpfI2vZfdPgv9MfIVHL9DVqJsgU9Pcmbzk6BhqKwHMKmFKrsAy6eihI2wcfzSiV6l4WADe2z9Dj1aX7iM4kUQRdf11WnhbxddKLr_7u45kDQkMpMnOBjm9vHwwd_pR5FlSDbENhIqZUljyDpkC5bHi87gV6oP0kZiSIEhbLjLWROUfp32RMEqhVRGtMfBbPO8NeoPQNyuNiAYS32x01YAlKXHUbw1KhZQgySJ5MKjiQglFZq850_Nr3l9LnVb71dd5usPpVdcVMW4SgzCobYxhmPo6XAZMo6mUcuo3VVrkCkgvQoTRhVvfpiAvZqcz4QJ3iqrc2zTnF8fHswfZdjBIhoe2D91iQPkOhN638-7UgMEDsJknhZHz_e-7PqfDqluLLTRhH9_UOMY1BYc2Z5W5QvfVEo0vALkm27yHlAlsJlwe6JAHlcplLvGTqXmqhyOqyuu2qH4pmNcqrLrDJwg38c_u4e2Xzn0hEFT7zreQp9moMufVLVyArIytvOvfqCgfy5Kla-ogTGmSx35FmTNJyBcSB7dB-bFkw68yIGA0Kvg55ErFGlVuqDRxhoxuInci2pPT83Vs2Ph2F4uOgLnmNXrR2c5qBiMKS3rM-R99hSQ_dO9oePEgNYWIIxjwK7iFCp2rc_bc1rhSBL_E4HytztYgrPhuN906Nh4ANNvHJFAHkqwe6wwv0QnkEFD_pPTMfldpgwnKAD9gdb78XdXmi34fIRgtxvktDTstuyRmTvZaimyp0uTf-s3W8M_KRKTPrXjLZ_M8xvA3kJLvZL1nP-V6hY3B7yotRKXW6-aAQJl99Fx3vZYWabnDyjJL-hiD-OorKXy1-TEC9XazCEWT6_jg9DxLk-q6_QcgPYN8AbXUQFw_5xZTP5GKA-uNMnCw7RRVawEH30eIvEYmZrao4-VojKYbQCAPSmQaDizjgSipp7hvvqkG8E46KZTmBu9P-lB6A7TTwO5fNU1WhSKPmLD2vr3gdYp1QxaMXaLaddgKCLA1AkHRsqQPU5Zg1qyqD-1dgdi2ycIsZW3rfLKfIXu_TNuhv9Pk-AX2GEAjLhdBTepifCqGx04jFXURL3ZE8JTnkIXIYmVifRns1rQk4D-cAR_0gbif9TIRG-0pL1e1AlGbp4G3zP69YFIQPQUd2rxVwGAMcMkmGSm4z5qX64c0dLVAGXr1J2MLijgbhpRh-yXrjoNQT6sDT5whQJT74023o6z3bVBkw1DpF6P2Fm9F9cY7kS&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.63074_Y.554558_Z.1178921_CN.SCL_Dove_Product&itm_medium=CPC&itm_source=tiki-ads&reqid=xkgXX03vOt&pos=5&redirect=https%3A%2F%2Ftiki.vn%2Fsingle-sua-tam-duong-the-900g-dove-duong-am-chuyen-sau-deeply-nourishing-voi-1-4-kem-duong-da-mat-p460371.html%3Fspid%3D168796,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/77/6c/a7/2b1985bc512ee6de48528f498b758ecd.png.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,92%,True,,True
3242,Tông đơ cắt tóc xiaomi Enchen Boost phiên bản mới 2020 hàng chính hãng,269.000 ₫,https://tiki.vn/tong-do-cat-toc-xiaomi-enchen-boost-phien-ban-moi-2019-hang-chinh-hang-p33414955.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.33414955,https://salt.tikicdn.com/cache/200x200/ts/product/b4/ab/83/f3c97dc53bdb0c15b0afe67d08d6329a.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,92%,,,
3243,Combo Dầu Gội (640g) Và Dầu Xả (620g) Tresemmé Keratin Smooth Tinh Dầu Argan Và Keratin Vào Nếp Suôn Mượt,270.000 ₫,https://tiki.vn/combo-goi-640g-xa-620g-u-180ml-tresemme-keratin-smooth-voi-dau-duong-toc-argan-keratin-vao-nep-suon-muot-p22254660.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.22254660,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/e9/bb/6f/48f75456b2ff1444e70cc3c01700a607.png.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,92%,True,,
3244,"Combo Kem Dưỡng Giảm Mụn, Ngừa Vết Thâm, Se Nhỏ Lỗ Chân Lông La Roche-Posay Effaclar Duo+ M694050 (40ml) + Gel Rửa Mặt Dành Cho Da Dầu Nhạy Cảm La Roche-Posay Effaclar Purifying Foaming Gel 100771312 (50ml)",409.000 ₫,https://tiki.vn/combo-kem-duong-giam-mun-ngua-vet-tham-se-nho-lo-chan-long-la-roche-posay-effaclar-duo-m694050-40ml-gel-rua-mat-danh-cho-da-dau-nhay-cam-la-roche-posay-effaclar-purifying-foaming-gel-100771312-50ml-p513165.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.513165,https://salt.tikicdn.com/cache/200x200/ts/product/65/d6/9e/9e70aae8970bf61e6510675d3958bf04.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,True
3245,Sữa chống nắng dịu nhẹ cho da nhạy cảm và trẻ em Anessa SPF 50+ PA++++ 60ml,489.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMRFZ3o1G39QeT8phS6TmTwcYirK9OLxscF-P-0K359PJtv4dUWKYKd2ZuHDrvd-xJ_TlBJT2i_8afo_5Ybiv1-yw3lIAABp5fikOtLNNSNfF-44byHsPGGcVmxV66D4j2Lu4KgDOInCU-Iz7PaVtB9Tysu258pwXoXaBeGXR4cVJq9MaQccbEqCfNe_bpK8NP09e_M1-wQzs-fojdc1-qfLgiwxMVs9afjiH0761N8eMSVfQyDBUJDifnOW9EC4bZDIxi3sm0x2wOFwGtlUy9cR1boLCo9aqEJatqZ29rOYQFCf3z-4FeseJEks28JSvLYG2OH_ajlvc24H3UAr-c4iUF9JLVDCofEzbi7ZFVx0gXaZk1d9RvB5jSc8izqH4kZT595u5BPCA1b8G2iKFNPTqElPNou1onnwBPTb87WyRuT7W8cg0bkPDh2tShm9vSf7xoj05ABOuHd3Mrcq2bNl6iESBmZtpHLKz-C7WZfQMZxDZXkmRA-Js3Cy1sM3SeRgXyAzaGjEtIuiUtb5c4QAYY4z5zpGrj-6o1o9mn2zpxZ2FmA0RsQwsGrlxT-K31ARk6ViMKRNH2VBGD6xGLs1emnmf19t9JjKR7x0gyN7-8QKFOtioI3yTVMDl3s9PaaEwUrw3HajilcxcFXHpU7dKTk0vooasdZVtF3DH0tQ2qzdmOdXuTUlX23QHDayJfte2H5yenQivcXHMyFTYoDc5jyuEawoKYg1c8xTGw5xx6cpxtCk1c6DfflitSsIGOl1Lk8F3poHTPTqg__HdpuHG7bCU-s8khM8oa9Vh2SCm2pdMKLw2nImjkK4ObcWcRLhQ9WaaO_FbJmqbkg9Zf86JPUsPtNE5X5_8YL-VcurfNWE8IZhGyjZOWINMIXixCbUacMr3R1I_YBI-Zx6vKo81ltEKHNnIXCVSMDe5qxgAl9Vg9vcad3pRTGaP77TxZCaIFLFeBf3y0-5xvbWbWqywa-BtPOgDyTM4P_09t1aNPZPKCDOax-UlEXOzxAgYWVfGUp-pRBoTa-HBrxIifmi4A9nBsQE8Dg88tDLpq4iEGPxXDnoKtTLs19W-aYbAhOpTHHhkVGKOD7yivjMbgrQn3uhIng_bPdf4wJxC3W3ZRfmdMA5_AoDw7WwOwP187WgaCRCvsXwFUaJlKBnNszYyytCIeCutCCYRSfw6lvLUGfLZ1XsWlnahEOrEf-Zfmgikkqoz7wF-lcXhrsPSor-5swG9C6g8dk0m7NF9Il59AmEpDlJ2o3N8JJRr1Yb7uHOB00Ef9vtT8MJxSFe_LJ-SauTZSzjbrcWNHZH1OiAUYCwq&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.29724_Y.224486_Z.616536_CN.SBD_TMSX.56b923cd-689f-4cfa-9a2d-286b9cc93ea3&itm_medium=CPC&itm_source=tiki-ads&reqid=xkgXX03vOt&pos=9&redirect=https%3A%2F%2Ftiki.vn%2Fsua-chong-nang-diu-nhe-cho-da-nhay-cam-va-tre-em-anessa-spf-50-pa-60ml-p77305646.html%3Fspid%3D77305647,https://salt.tikicdn.com/cache/200x200/ts/product/89/48/2e/0959d4f3e8f81ca7e3dda79c63fafb80.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,96%,,,True
3246,Tông Đơ Cắt Tóc Hàn Quốc CODOL 531 TẶNG KÈM Bộ Kéo Cắt Tỉa Chuyên Nghiệp ,280.000 ₫,https://tiki.vn/tong-do-cat-toc-han-quoc-codol-531-tang-kem-bo-keo-cat-tia-p15252783.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.15252783,https://salt.tikicdn.com/cache/200x200/ts/product/45/53/48/caadb1fd5e40481227673fb6f80d5aec.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,90%,,,
3247,Bộ Sản Phẩm Chống Gàu Selsun RMV-S-Pack2 - Tặng 5 Gói Dầu Gội Selsun,150.000 ₫,https://tiki.vn/bo-san-pham-chong-gau-selsun-rmv-s-pack2-tang-5-goi-dau-goi-selsun-p1563299.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.1563299,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/e4/93/67/94ce6cd37c525fe5be0bd4de51cb3c01.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,96%,,,
3248,Nước Tẩy Trang Làm Sạch Sâu Cho Da Nhạy Cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,399.000 ₫,https://tiki.vn/nuoc-tay-trang-lam-sach-sau-cho-da-nhay-cam-la-roche-posay-micellar-water-ultra-sensitive-skin-400ml-p2609469.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2609469,https://salt.tikicdn.com/cache/200x200/ts/product/2d/93/d4/34f8b9afa3d135482a720c1d1fa12abe.jpg.webp,https://salt.tikicdn.com/ts/upload/dc/0d/49/3251737db2de83b74eba8a9ad6d03338.png,94%,,,
